image_id,image_no,image_name,image_path,longitude,latitude,width,height,format,file_size_bytes
S2_000206,206,"-113.928836,51.061689.jpg",data\processed\images\S2_000206.jpg,-113.928836,51.061689,350,350,JPEG,46221
S2_000207,207,"-113.928866,51.136849.jpg",data\processed\images\S2_000207.jpg,-113.928866,51.136849,350,350,JPEG,35211
S2_000208,208,"-113.928888,51.151357.jpg",data\processed\images\S2_000208.jpg,-113.928888,51.151357,350,350,JPEG,23896
S2_000209,209,"-113.928949,51.127955.jpg",data\processed\images\S2_000209.jpg,-113.928949,51.127955,350,350,JPEG,42259
S2_000210,210,"-113.929162,51.058273.jpg",data\processed\images\S2_000210.jpg,-113.929162,51.058273,350,350,JPEG,44383
S2_000211,211,"-113.929183,51.116213.jpg",data\processed\images\S2_000211.jpg,-113.929183,51.116213,350,350,JPEG,45373
S2_000212,212,"-113.929228,51.161364.jpg",data\processed\images\S2_000212.jpg,-113.929228,51.161364,350,350,JPEG,20863
S2_000213,213,"-113.929245,50.895712.jpg",data\processed\images\S2_000213.jpg,-113.929245,50.895712,350,350,JPEG,37792
S2_000214,214,"-113.929432,51.08089.jpg",data\processed\images\S2_000214.jpg,-113.929432,51.08089,350,350,JPEG,44946
S2_000215,215,"-113.929549,51.017077.jpg",data\processed\images\S2_000215.jpg,-113.929549,51.017077,350,350,JPEG,22662
S2_000216,216,"-113.929577,51.076356.jpg",data\processed\images\S2_000216.jpg,-113.929577,51.076356,350,350,JPEG,43663
S2_000217,217,"-113.929654,51.038108.jpg",data\processed\images\S2_000217.jpg,-113.929654,51.038108,350,350,JPEG,33416
S2_000218,218,"-113.929791,50.908241.jpg",data\processed\images\S2_000218.jpg,-113.929791,50.908241,350,350,JPEG,33966
S2_000219,219,"-113.929798,50.920012.jpg",data\processed\images\S2_000219.jpg,-113.929798,50.920012,350,350,JPEG,45568
S2_000220,220,"-113.929803,51.013552.jpg",data\processed\images\S2_000220.jpg,-113.929803,51.013552,350,350,JPEG,19418
S2_000221,221,"-113.929876,51.024541.jpg",data\processed\images\S2_000221.jpg,-113.929876,51.024541,350,350,JPEG,23170
S2_000222,222,"-113.930101,50.99413.jpg",data\processed\images\S2_000222.jpg,-113.930101,50.99413,350,350,JPEG,16997
S2_000223,223,"-113.930142,50.944847.jpg",data\processed\images\S2_000223.jpg,-113.930142,50.944847,350,350,JPEG,22296
S2_000224,224,"-113.930152,51.065508.jpg",data\processed\images\S2_000224.jpg,-113.930152,51.065508,350,350,JPEG,40033
S2_000225,225,"-113.930265,51.043252.jpg",data\processed\images\S2_000225.jpg,-113.930265,51.043252,350,350,JPEG,49257
S2_000226,226,"-113.930268,50.970514.jpg",data\processed\images\S2_000226.jpg,-113.930268,50.970514,350,350,JPEG,23142
S2_000227,227,"-113.930315,51.131176.jpg",data\processed\images\S2_000227.jpg,-113.930315,51.131176,350,350,JPEG,40717
S2_000228,228,"-113.930382,51.167041.jpg",data\processed\images\S2_000228.jpg,-113.930382,51.167041,350,350,JPEG,14587
S2_000229,229,"-113.930395,51.035127.jpg",data\processed\images\S2_000229.jpg,-113.930395,51.035127,350,350,JPEG,20658
S2_000230,230,"-113.93042,51.106349.jpg",data\processed\images\S2_000230.jpg,-113.93042,51.106349,350,350,JPEG,49133
S2_000231,231,"-113.930457,51.1381.jpg",data\processed\images\S2_000231.jpg,-113.930457,51.1381,350,350,JPEG,33535
S2_000232,232,"-113.930599,50.967458.jpg",data\processed\images\S2_000232.jpg,-113.930599,50.967458,350,350,JPEG,25945
S2_000233,233,"-113.930697,50.89488.jpg",data\processed\images\S2_000233.jpg,-113.930697,50.89488,350,350,JPEG,37531
S2_000234,234,"-113.930799,50.961398.jpg",data\processed\images\S2_000234.jpg,-113.930799,50.961398,350,350,JPEG,26781
S2_000235,235,"-113.9308,50.902395.jpg",data\processed\images\S2_000235.jpg,-113.9308,50.902395,350,350,JPEG,50486
S2_000236,236,"-113.930893,51.110884.jpg",data\processed\images\S2_000236.jpg,-113.930893,51.110884,350,350,JPEG,46470
S2_000237,237,"-113.930924,50.918441.jpg",data\processed\images\S2_000237.jpg,-113.930924,50.918441,350,350,JPEG,49049
S2_000238,238,"-113.930938,50.901934.jpg",data\processed\images\S2_000238.jpg,-113.930938,50.901934,350,350,JPEG,50747
S2_000239,239,"-113.930984,51.162041.jpg",data\processed\images\S2_000239.jpg,-113.930984,51.162041,350,350,JPEG,19570
S2_000240,240,"-113.93109,51.106713.jpg",data\processed\images\S2_000240.jpg,-113.93109,51.106713,350,350,JPEG,49314
S2_000241,241,"-113.931107,50.901912.jpg",data\processed\images\S2_000241.jpg,-113.931107,50.901912,350,350,JPEG,50725
S2_000242,242,"-113.931135,50.901434.jpg",data\processed\images\S2_000242.jpg,-113.931135,50.901434,350,350,JPEG,49495
S2_000243,243,"-113.931156,51.021925.jpg",data\processed\images\S2_000243.jpg,-113.931156,51.021925,350,350,JPEG,24155
S2_000244,244,"-113.931161,50.971863.jpg",data\processed\images\S2_000244.jpg,-113.931161,50.971863,350,350,JPEG,21974
S2_000245,245,"-113.931201,50.899321.jpg",data\processed\images\S2_000245.jpg,-113.931201,50.899321,350,350,JPEG,44436
S2_000246,246,"-113.931204,50.92876.jpg",data\processed\images\S2_000246.jpg,-113.931204,50.92876,350,350,JPEG,22724
S2_000247,247,"-113.931307,51.13175.jpg",data\processed\images\S2_000247.jpg,-113.931307,51.13175,350,350,JPEG,43216
S2_000248,248,"-113.931389,51.127004.jpg",data\processed\images\S2_000248.jpg,-113.931389,51.127004,350,350,JPEG,44581
S2_000249,249,"-113.931408,50.949557.jpg",data\processed\images\S2_000249.jpg,-113.931408,50.949557,350,350,JPEG,28114
S2_000250,250,"-113.931502,50.927271.jpg",data\processed\images\S2_000250.jpg,-113.931502,50.927271,350,350,JPEG,30358
S2_000251,251,"-113.931529,51.174197.jpg",data\processed\images\S2_000251.jpg,-113.931529,51.174197,350,350,JPEG,18105
S2_000252,252,"-113.931552,50.988238.jpg",data\processed\images\S2_000252.jpg,-113.931552,50.988238,350,350,JPEG,18117
S2_000253,253,"-113.931566,51.122821.jpg",data\processed\images\S2_000253.jpg,-113.931566,51.122821,350,350,JPEG,44004
S2_000254,254,"-113.931615,51.141488.jpg",data\processed\images\S2_000254.jpg,-113.931615,51.141488,350,350,JPEG,19521
S2_000255,255,"-113.931652,50.89513.jpg",data\processed\images\S2_000255.jpg,-113.931652,50.89513,350,350,JPEG,39946
S2_000256,256,"-113.931657,51.122097.jpg",data\processed\images\S2_000256.jpg,-113.931657,51.122097,350,350,JPEG,45661
S2_000257,257,"-113.931858,51.109185.jpg",data\processed\images\S2_000257.jpg,-113.931858,51.109185,350,350,JPEG,47067
S2_000258,258,"-113.931902,50.896045.jpg",data\processed\images\S2_000258.jpg,-113.931902,50.896045,350,350,JPEG,42059
S2_000259,259,"-113.931953,50.939306.jpg",data\processed\images\S2_000259.jpg,-113.931953,50.939306,350,350,JPEG,23612
S2_000260,260,"-113.931962,50.927497.jpg",data\processed\images\S2_000260.jpg,-113.931962,50.927497,350,350,JPEG,29575
S2_000261,261,"-113.931969,51.093267.jpg",data\processed\images\S2_000261.jpg,-113.931969,51.093267,350,350,JPEG,41849
S2_000262,262,"-113.931977,51.042483.jpg",data\processed\images\S2_000262.jpg,-113.931977,51.042483,350,350,JPEG,47434
S2_000263,263,"-113.932028,50.898158.jpg",data\processed\images\S2_000263.jpg,-113.932028,50.898158,350,350,JPEG,42090
S2_000264,264,"-113.932037,50.968261.jpg",data\processed\images\S2_000264.jpg,-113.932037,50.968261,350,350,JPEG,24800
S2_000265,265,"-113.932165,51.018492.jpg",data\processed\images\S2_000265.jpg,-113.932165,51.018492,350,350,JPEG,24816
S2_000266,266,"-113.932177,51.062505.jpg",data\processed\images\S2_000266.jpg,-113.932177,51.062505,350,350,JPEG,46787
S2_000267,267,"-113.932302,51.073439.jpg",data\processed\images\S2_000267.jpg,-113.932302,51.073439,350,350,JPEG,44707
S2_000268,268,"-113.932354,51.063635.jpg",data\processed\images\S2_000268.jpg,-113.932354,51.063635,350,350,JPEG,46777
S2_000269,269,"-113.932459,51.03072.jpg",data\processed\images\S2_000269.jpg,-113.932459,51.03072,350,350,JPEG,22485
S2_000270,270,"-113.932728,51.136572.jpg",data\processed\images\S2_000270.jpg,-113.932728,51.136572,350,350,JPEG,42841
S2_000271,271,"-113.933042,50.920958.jpg",data\processed\images\S2_000271.jpg,-113.933042,50.920958,350,350,JPEG,46146
S2_000272,272,"-113.933165,50.923089.jpg",data\processed\images\S2_000272.jpg,-113.933165,50.923089,350,350,JPEG,42309
S2_000273,273,"-113.933199,51.168403.jpg",data\processed\images\S2_000273.jpg,-113.933199,51.168403,350,350,JPEG,17021
S2_000274,274,"-113.93322,51.050501.jpg",data\processed\images\S2_000274.jpg,-113.93322,51.050501,350,350,JPEG,43968
S2_000275,275,"-113.9333,51.160946.jpg",data\processed\images\S2_000275.jpg,-113.9333,51.160946,350,350,JPEG,26874
S2_000276,276,"-113.933445,51.118448.jpg",data\processed\images\S2_000276.jpg,-113.933445,51.118448,350,350,JPEG,47144
S2_000277,277,"-113.93345,51.092498.jpg",data\processed\images\S2_000277.jpg,-113.93345,51.092498,350,350,JPEG,46261
S2_000278,278,"-113.933538,50.960816.jpg",data\processed\images\S2_000278.jpg,-113.933538,50.960816,350,350,JPEG,25248
S2_000279,279,"-113.933561,50.996461.jpg",data\processed\images\S2_000279.jpg,-113.933561,50.996461,350,350,JPEG,24191
S2_000280,280,"-113.93359,51.094438.jpg",data\processed\images\S2_000280.jpg,-113.93359,51.094438,350,350,JPEG,38851
S2_000281,281,"-113.93365,51.125456.jpg",data\processed\images\S2_000281.jpg,-113.93365,51.125456,350,350,JPEG,46477
S2_000282,282,"-113.933679,51.165688.jpg",data\processed\images\S2_000282.jpg,-113.933679,51.165688,350,350,JPEG,18829
S2_000283,283,"-113.933713,51.165787.jpg",data\processed\images\S2_000283.jpg,-113.933713,51.165787,350,350,JPEG,18899
S2_000284,284,"-113.933786,51.04848.jpg",data\processed\images\S2_000284.jpg,-113.933786,51.04848,350,350,JPEG,45047
S2_000285,285,"-113.933814,51.044726.jpg",data\processed\images\S2_000285.jpg,-113.933814,51.044726,350,350,JPEG,41077
S2_000286,286,"-113.93392,51.08973.jpg",data\processed\images\S2_000286.jpg,-113.93392,51.08973,350,350,JPEG,47728
S2_000287,287,"-113.933985,50.92199.jpg",data\processed\images\S2_000287.jpg,-113.933985,50.92199,350,350,JPEG,43302
S2_000288,288,"-113.934014,51.138326.jpg",data\processed\images\S2_000288.jpg,-113.934014,51.138326,350,350,JPEG,37367
S2_000289,289,"-113.934024,51.101406.jpg",data\processed\images\S2_000289.jpg,-113.934024,51.101406,350,350,JPEG,42166
S2_000290,290,"-113.934091,51.053849.jpg",data\processed\images\S2_000290.jpg,-113.934091,51.053849,350,350,JPEG,45778
S2_000291,291,"-113.934109,50.919529.jpg",data\processed\images\S2_000291.jpg,-113.934109,50.919529,350,350,JPEG,49005
S2_000292,292,"-113.934116,50.907742.jpg",data\processed\images\S2_000292.jpg,-113.934116,50.907742,350,350,JPEG,37357
S2_000293,293,"-113.934116,50.92228.jpg",data\processed\images\S2_000293.jpg,-113.934116,50.92228,350,350,JPEG,42614
S2_000294,294,"-113.934179,50.896851.jpg",data\processed\images\S2_000294.jpg,-113.934179,50.896851,350,350,JPEG,40579
S2_000295,295,"-113.934193,51.141837.jpg",data\processed\images\S2_000295.jpg,-113.934193,51.141837,350,350,JPEG,20199
S2_000296,296,"-113.934196,50.9265.jpg",data\processed\images\S2_000296.jpg,-113.934196,50.9265,350,350,JPEG,34881
S2_000297,297,"-113.934198,50.970985.jpg",data\processed\images\S2_000297.jpg,-113.934198,50.970985,350,350,JPEG,25758
S2_000298,298,"-113.934275,50.898401.jpg",data\processed\images\S2_000298.jpg,-113.934275,50.898401,350,350,JPEG,42531
S2_000299,299,"-113.934306,51.109507.jpg",data\processed\images\S2_000299.jpg,-113.934306,51.109507,350,350,JPEG,48063
S2_000300,300,"-113.934334,51.118181.jpg",data\processed\images\S2_000300.jpg,-113.934334,51.118181,350,350,JPEG,48293
S2_000301,301,"-113.934481,50.946243.jpg",data\processed\images\S2_000301.jpg,-113.934481,50.946243,350,350,JPEG,22678
S2_000302,302,"-113.934533,51.172354.jpg",data\processed\images\S2_000302.jpg,-113.934533,51.172354,350,350,JPEG,15348
S2_000303,303,"-113.934545,51.029357.jpg",data\processed\images\S2_000303.jpg,-113.934545,51.029357,350,350,JPEG,24582
S2_000304,304,"-113.934663,51.071446.jpg",data\processed\images\S2_000304.jpg,-113.934663,51.071446,350,350,JPEG,46084
S2_000305,305,"-113.934737,51.071146.jpg",data\processed\images\S2_000305.jpg,-113.934737,51.071146,350,350,JPEG,45808
S2_000306,306,"-113.934758,50.941802.jpg",data\processed\images\S2_000306.jpg,-113.934758,50.941802,350,350,JPEG,22438
S2_000307,307,"-113.934789,50.902977.jpg",data\processed\images\S2_000307.jpg,-113.934789,50.902977,350,350,JPEG,47992
S2_000308,308,"-113.934807,51.117769.jpg",data\processed\images\S2_000308.jpg,-113.934807,51.117769,350,350,JPEG,48517
S2_000309,309,"-113.934899,51.162942.jpg",data\processed\images\S2_000309.jpg,-113.934899,51.162942,350,350,JPEG,26832
S2_000310,310,"-113.934944,51.164346.jpg",data\processed\images\S2_000310.jpg,-113.934944,51.164346,350,350,JPEG,23539
S2_000311,311,"-113.934963,50.938075.jpg",data\processed\images\S2_000311.jpg,-113.934963,50.938075,350,350,JPEG,22085
S2_000312,312,"-113.935031,50.977152.jpg",data\processed\images\S2_000312.jpg,-113.935031,50.977152,350,350,JPEG,26852
S2_000313,313,"-113.935111,50.920711.jpg",data\processed\images\S2_000313.jpg,-113.935111,50.920711,350,350,JPEG,44862
S2_000314,314,"-113.935202,51.151344.jpg",data\processed\images\S2_000314.jpg,-113.935202,51.151344,350,350,JPEG,36201
S2_000315,315,"-113.935343,51.006863.jpg",data\processed\images\S2_000315.jpg,-113.935343,51.006863,350,350,JPEG,18396
S2_000316,316,"-113.935359,51.052069.jpg",data\processed\images\S2_000316.jpg,-113.935359,51.052069,350,350,JPEG,45487
S2_000317,317,"-113.935441,50.951232.jpg",data\processed\images\S2_000317.jpg,-113.935441,50.951232,350,350,JPEG,26624
S2_000318,318,"-113.935447,51.150911.jpg",data\processed\images\S2_000318.jpg,-113.935447,51.150911,350,350,JPEG,35777
S2_000319,319,"-113.935489,50.965986.jpg",data\processed\images\S2_000319.jpg,-113.935489,50.965986,350,350,JPEG,28063
S2_000320,320,"-113.93549,50.981497.jpg",data\processed\images\S2_000320.jpg,-113.93549,50.981497,350,350,JPEG,23510
S2_000321,321,"-113.935561,51.126241.jpg",data\processed\images\S2_000321.jpg,-113.935561,51.126241,350,350,JPEG,47048
S2_000322,322,"-113.935654,51.132948.jpg",data\processed\images\S2_000322.jpg,-113.935654,51.132948,350,350,JPEG,40968
S2_000323,323,"-113.935671,51.027502.jpg",data\processed\images\S2_000323.jpg,-113.935671,51.027502,350,350,JPEG,25925
S2_000324,324,"-113.935711,51.048967.jpg",data\processed\images\S2_000324.jpg,-113.935711,51.048967,350,350,JPEG,46036
S2_000325,325,"-113.935713,51.154715.jpg",data\processed\images\S2_000325.jpg,-113.935713,51.154715,350,350,JPEG,34165
S2_000326,326,"-113.93574,51.086559.jpg",data\processed\images\S2_000326.jpg,-113.93574,51.086559,350,350,JPEG,47839
S2_000327,327,"-113.935842,50.983865.jpg",data\processed\images\S2_000327.jpg,-113.935842,50.983865,350,350,JPEG,23473
S2_000328,328,"-113.935889,51.088295.jpg",data\processed\images\S2_000328.jpg,-113.935889,51.088295,350,350,JPEG,47564
S2_000329,329,"-113.936057,51.152265.jpg",data\processed\images\S2_000329.jpg,-113.936057,51.152265,350,350,JPEG,36044
S2_000330,330,"-113.936121,51.165225.jpg",data\processed\images\S2_000330.jpg,-113.936121,51.165225,350,350,JPEG,26093
S2_000331,331,"-113.936124,51.08907.jpg",data\processed\images\S2_000331.jpg,-113.936124,51.08907,350,350,JPEG,47999
S2_000332,332,"-113.936169,50.989914.jpg",data\processed\images\S2_000332.jpg,-113.936169,50.989914,350,350,JPEG,22941
S2_000333,333,"-113.936231,51.039148.jpg",data\processed\images\S2_000333.jpg,-113.936231,51.039148,350,350,JPEG,39048
S2_000334,334,"-113.936244,51.140896.jpg",data\processed\images\S2_000334.jpg,-113.936244,51.140896,350,350,JPEG,26821
S2_000335,335,"-113.936422,51.155165.jpg",data\processed\images\S2_000335.jpg,-113.936422,51.155165,350,350,JPEG,32058
S2_000336,336,"-113.936522,51.095871.jpg",data\processed\images\S2_000336.jpg,-113.936522,51.095871,350,350,JPEG,37226
S2_000337,337,"-113.936543,50.987142.jpg",data\processed\images\S2_000337.jpg,-113.936543,50.987142,350,350,JPEG,26525
S2_000338,338,"-113.936573,50.977765.jpg",data\processed\images\S2_000338.jpg,-113.936573,50.977765,350,350,JPEG,29715
S2_000339,339,"-113.936633,50.927707.jpg",data\processed\images\S2_000339.jpg,-113.936633,50.927707,350,350,JPEG,31523
S2_000340,340,"-113.936684,51.171352.jpg",data\processed\images\S2_000340.jpg,-113.936684,51.171352,350,350,JPEG,16741
S2_000341,341,"-113.936692,50.922754.jpg",data\processed\images\S2_000341.jpg,-113.936692,50.922754,350,350,JPEG,39889
S2_000342,342,"-113.936724,50.962585.jpg",data\processed\images\S2_000342.jpg,-113.936724,50.962585,350,350,JPEG,24088
S2_000343,343,"-113.936751,51.1687.jpg",data\processed\images\S2_000343.jpg,-113.936751,51.1687,350,350,JPEG,22476
S2_000344,344,"-113.936754,51.15484.jpg",data\processed\images\S2_000344.jpg,-113.936754,51.15484,350,350,JPEG,32189
S2_000345,345,"-113.936837,51.15611.jpg",data\processed\images\S2_000345.jpg,-113.936837,51.15611,350,350,JPEG,31743
S2_000346,346,"-113.936998,50.919889.jpg",data\processed\images\S2_000346.jpg,-113.936998,50.919889,350,350,JPEG,45468
S2_000347,347,"-113.937001,51.102763.jpg",data\processed\images\S2_000347.jpg,-113.937001,51.102763,350,350,JPEG,44237
S2_000348,348,"-113.937002,51.103721.jpg",data\processed\images\S2_000348.jpg,-113.937002,51.103721,350,350,JPEG,46075
S2_000349,349,"-113.937069,51.044766.jpg",data\processed\images\S2_000349.jpg,-113.937069,51.044766,350,350,JPEG,38679
S2_000350,350,"-113.937124,50.928691.jpg",data\processed\images\S2_000350.jpg,-113.937124,50.928691,350,350,JPEG,27466
S2_000351,351,"-113.937315,51.138842.jpg",data\processed\images\S2_000351.jpg,-113.937315,51.138842,350,350,JPEG,37762
S2_000352,352,"-113.937379,51.155677.jpg",data\processed\images\S2_000352.jpg,-113.937379,51.155677,350,350,JPEG,29602
S2_000353,353,"-113.93747,51.083478.jpg",data\processed\images\S2_000353.jpg,-113.93747,51.083478,350,350,JPEG,46153
S2_000354,354,"-113.937548,51.163607.jpg",data\processed\images\S2_000354.jpg,-113.937548,51.163607,350,350,JPEG,33990
S2_000355,355,"-113.937614,51.102686.jpg",data\processed\images\S2_000355.jpg,-113.937614,51.102686,350,350,JPEG,45226
S2_000356,356,"-113.937713,51.026952.jpg",data\processed\images\S2_000356.jpg,-113.937713,51.026952,350,350,JPEG,25182
S2_000357,357,"-113.937728,50.904629.jpg",data\processed\images\S2_000357.jpg,-113.937728,50.904629,350,350,JPEG,39247
S2_000358,358,"-113.93775,51.072362.jpg",data\processed\images\S2_000358.jpg,-113.93775,51.072362,350,350,JPEG,47948
S2_000359,359,"-113.937799,50.9319.jpg",data\processed\images\S2_000359.jpg,-113.937799,50.9319,350,350,JPEG,22970
S2_000360,360,"-113.937807,51.168418.jpg",data\processed\images\S2_000360.jpg,-113.937807,51.168418,350,350,JPEG,25884
S2_000361,361,"-113.937831,51.017701.jpg",data\processed\images\S2_000361.jpg,-113.937831,51.017701,350,350,JPEG,25588
S2_000362,362,"-113.937881,51.07327.jpg",data\processed\images\S2_000362.jpg,-113.937881,51.07327,350,350,JPEG,47603
S2_000363,363,"-113.937907,50.931612.jpg",data\processed\images\S2_000363.jpg,-113.937907,50.931612,350,350,JPEG,22955
S2_000364,364,"-113.937999,50.917889.jpg",data\processed\images\S2_000364.jpg,-113.937999,50.917889,350,350,JPEG,49669
S2_000365,365,"-113.93808,50.959327.jpg",data\processed\images\S2_000365.jpg,-113.93808,50.959327,350,350,JPEG,20294
S2_000366,366,"-113.938137,50.960466.jpg",data\processed\images\S2_000366.jpg,-113.938137,50.960466,350,350,JPEG,19911
S2_000367,367,"-113.938189,51.057892.jpg",data\processed\images\S2_000367.jpg,-113.938189,51.057892,350,350,JPEG,45189
S2_000368,368,"-113.938222,51.088038.jpg",data\processed\images\S2_000368.jpg,-113.938222,51.088038,350,350,JPEG,47118
S2_000369,369,"-113.938309,51.001793.jpg",data\processed\images\S2_000369.jpg,-113.938309,51.001793,350,350,JPEG,17317
S2_000370,370,"-113.938373,51.035184.jpg",data\processed\images\S2_000370.jpg,-113.938373,51.035184,350,350,JPEG,22371
S2_000371,371,"-113.938421,51.095368.jpg",data\processed\images\S2_000371.jpg,-113.938421,51.095368,350,350,JPEG,37001
S2_000372,372,"-113.938561,50.984781.jpg",data\processed\images\S2_000372.jpg,-113.938561,50.984781,350,350,JPEG,29117
S2_000373,373,"-113.938583,51.011668.jpg",data\processed\images\S2_000373.jpg,-113.938583,51.011668,350,350,JPEG,20637
S2_000374,374,"-113.938695,51.050455.jpg",data\processed\images\S2_000374.jpg,-113.938695,51.050455,350,350,JPEG,46498
S2_000375,375,"-113.938696,50.976649.jpg",data\processed\images\S2_000375.jpg,-113.938696,50.976649,350,350,JPEG,35315
S2_000376,376,"-113.938794,50.899392.jpg",data\processed\images\S2_000376.jpg,-113.938794,50.899392,350,350,JPEG,48235
S2_000377,377,"-113.93893,50.95367.jpg",data\processed\images\S2_000377.jpg,-113.93893,50.95367,350,350,JPEG,30316
S2_000378,378,"-113.938941,51.164473.jpg",data\processed\images\S2_000378.jpg,-113.938941,51.164473,350,350,JPEG,36981
S2_000379,379,"-113.938964,51.040883.jpg",data\processed\images\S2_000379.jpg,-113.938964,51.040883,350,350,JPEG,41578
S2_000380,380,"-113.938982,50.930159.jpg",data\processed\images\S2_000380.jpg,-113.938982,50.930159,350,350,JPEG,25165
S2_000381,381,"-113.939069,51.16427.jpg",data\processed\images\S2_000381.jpg,-113.939069,51.16427,350,350,JPEG,38143
S2_000382,382,"-113.939122,51.125745.jpg",data\processed\images\S2_000382.jpg,-113.939122,51.125745,350,350,JPEG,49471
S2_000383,383,"-113.939148,51.091081.jpg",data\processed\images\S2_000383.jpg,-113.939148,51.091081,350,350,JPEG,48264
S2_000384,384,"-113.939162,51.035631.jpg",data\processed\images\S2_000384.jpg,-113.939162,51.035631,350,350,JPEG,21908
S2_000385,385,"-113.939174,51.096829.jpg",data\processed\images\S2_000385.jpg,-113.939174,51.096829,350,350,JPEG,40615
S2_000386,386,"-113.939247,50.983626.jpg",data\processed\images\S2_000386.jpg,-113.939247,50.983626,350,350,JPEG,28793
S2_000387,387,"-113.939373,51.015757.jpg",data\processed\images\S2_000387.jpg,-113.939373,51.015757,350,350,JPEG,24397
S2_000388,388,"-113.939383,51.078017.jpg",data\processed\images\S2_000388.jpg,-113.939383,51.078017,350,350,JPEG,47434
S2_000389,389,"-113.939534,51.066773.jpg",data\processed\images\S2_000389.jpg,-113.939534,51.066773,350,350,JPEG,44804
S2_000390,390,"-113.939561,51.056748.jpg",data\processed\images\S2_000390.jpg,-113.939561,51.056748,350,350,JPEG,46669
S2_000391,391,"-113.939608,50.994245.jpg",data\processed\images\S2_000391.jpg,-113.939608,50.994245,350,350,JPEG,22387
S2_000392,392,"-113.939848,51.170419.jpg",data\processed\images\S2_000392.jpg,-113.939848,51.170419,350,350,JPEG,22627
S2_000393,393,"-113.939911,51.036926.jpg",data\processed\images\S2_000393.jpg,-113.939911,51.036926,350,350,JPEG,28196
S2_000394,394,"-113.939976,51.036043.jpg",data\processed\images\S2_000394.jpg,-113.939976,51.036043,350,350,JPEG,22187
S2_000395,395,"-113.940066,50.924491.jpg",data\processed\images\S2_000395.jpg,-113.940066,50.924491,350,350,JPEG,46987
S2_000396,396,"-113.940196,51.158902.jpg",data\processed\images\S2_000396.jpg,-113.940196,51.158902,350,350,JPEG,36345
S2_000397,397,"-113.940289,51.047542.jpg",data\processed\images\S2_000397.jpg,-113.940289,51.047542,350,350,JPEG,45772
S2_000398,398,"-113.940298,50.922063.jpg",data\processed\images\S2_000398.jpg,-113.940298,50.922063,350,350,JPEG,40487
S2_000399,399,"-113.940373,51.053281.jpg",data\processed\images\S2_000399.jpg,-113.940373,51.053281,350,350,JPEG,48508
S2_000400,400,"-113.940398,50.95408.jpg",data\processed\images\S2_000400.jpg,-113.940398,50.95408,350,350,JPEG,31403
S2_000401,401,"-113.940429,51.164653.jpg",data\processed\images\S2_000401.jpg,-113.940429,51.164653,350,350,JPEG,37857
S2_000402,402,"-113.940468,50.940294.jpg",data\processed\images\S2_000402.jpg,-113.940468,50.940294,350,350,JPEG,20742
S2_000403,403,"-113.940586,51.025873.jpg",data\processed\images\S2_000403.jpg,-113.940586,51.025873,350,350,JPEG,22141
S2_000404,404,"-113.940735,51.042337.jpg",data\processed\images\S2_000404.jpg,-113.940735,51.042337,350,350,JPEG,42329
S2_000405,405,"-113.940789,50.97404.jpg",data\processed\images\S2_000405.jpg,-113.940789,50.97404,350,350,JPEG,36881
S2_000406,406,"-113.940854,51.056843.jpg",data\processed\images\S2_000406.jpg,-113.940854,51.056843,350,350,JPEG,45588
S2_000407,407,"-113.940923,51.083701.jpg",data\processed\images\S2_000407.jpg,-113.940923,51.083701,350,350,JPEG,45754
S2_000408,408,"-113.940962,51.052407.jpg",data\processed\images\S2_000408.jpg,-113.940962,51.052407,350,350,JPEG,48082
S2_000409,409,"-113.941038,50.989609.jpg",data\processed\images\S2_000409.jpg,-113.941038,50.989609,350,350,JPEG,24313
S2_000410,410,"-113.941039,50.923157.jpg",data\processed\images\S2_000410.jpg,-113.941039,50.923157,350,350,JPEG,44294
S2_000411,411,"-113.941043,50.974086.jpg",data\processed\images\S2_000411.jpg,-113.941043,50.974086,350,350,JPEG,37011
S2_000412,412,"-113.941065,51.155613.jpg",data\processed\images\S2_000412.jpg,-113.941065,51.155613,350,350,JPEG,27550
S2_000413,413,"-113.941093,51.058352.jpg",data\processed\images\S2_000413.jpg,-113.941093,51.058352,350,350,JPEG,42257
S2_000414,414,"-113.941141,51.088767.jpg",data\processed\images\S2_000414.jpg,-113.941141,51.088767,350,350,JPEG,49019
S2_000415,415,"-113.941217,51.077179.jpg",data\processed\images\S2_000415.jpg,-113.941217,51.077179,350,350,JPEG,46899
S2_000416,416,"-113.941245,51.07877.jpg",data\processed\images\S2_000416.jpg,-113.941245,51.07877,350,350,JPEG,47625
S2_000417,417,"-113.941282,51.123218.jpg",data\processed\images\S2_000417.jpg,-113.941282,51.123218,350,350,JPEG,48913
S2_000418,418,"-113.941329,50.980897.jpg",data\processed\images\S2_000418.jpg,-113.941329,50.980897,350,350,JPEG,30812
S2_000419,419,"-113.941555,51.079019.jpg",data\processed\images\S2_000419.jpg,-113.941555,51.079019,350,350,JPEG,47673
S2_000420,420,"-113.94158,51.061246.jpg",data\processed\images\S2_000420.jpg,-113.94158,51.061246,350,350,JPEG,41375
S2_000421,421,"-113.941661,50.99352.jpg",data\processed\images\S2_000421.jpg,-113.941661,50.99352,350,350,JPEG,24635
S2_000422,422,"-113.941728,51.060675.jpg",data\processed\images\S2_000422.jpg,-113.941728,51.060675,350,350,JPEG,39814
S2_000423,423,"-113.941763,50.974147.jpg",data\processed\images\S2_000423.jpg,-113.941763,50.974147,350,350,JPEG,37572
